RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,clutser
EMEA,Agriculture,T3,6002,32630.634,0,0
Greater China,Manufacturing,T1,1500,8696909,1,0
Greater China,Education,T1,501,670000,0,0
CSB,Agriculture,T5,5739,41516,1,0
NAMERICA,Education,T1,500,504943.952,1,0
NAMERICA,Government,T1,850,153806,0,0
LA,Retail,T1,350,1000000,0,0
NAMERICA,Manufacturing,T1,4,260000,1,0
APJ,"Business, Engineering & Consumer Services",T3,439,18616.322,1,0
APJ,Retail,T2,132,1000000,1,0
EMEA,Web & Tech,T1,454,446400,1,0
NAMERICA,Education,T5,70,12060.001,1,0
NAMERICA,Government,T1,7,12536300,0,0
NAMERICA,Retail,T1,246979,33456785.38,0,0
NAMERICA,Education,T1,1450,1245824.942,0,0
CSB,Transportation,T5,50,866689,0,0
NAMERICA,Retail,T5,30,65054,0,0
NAMERICA,Education,T3,800,418400,0,0
EMEA,Agriculture,T1,3000,7000000,0,0
EMEA,"Banking, Financial Services & Insurance",T1,750,897500,1,0
NAMERICA,"Telecom, Media & Entertainment",T2,22000,7481326.02,0,0
EMEA,"Business, Engineering & Consumer Services",T4,6,10933,1,0
EMEA,Healthcare & Life Sciences,T1,10,667615.34,0,0
EMEA,Agriculture,T5,4301,183419,0,0
EMEA,Agriculture,T5,18,46597,1,0
NAMERICA,Government,T1,6595,2675800,0,0
Greater China,Web & Tech,T1,120622,11320000,0,0
EMEA,Manufacturing,T2,1941,145706,0,0
NAMERICA,Web & Tech,T5,5,34871.884,1,0
APJ,Agriculture,T2,50,785456.065,0,0
APJ,Education,T3,327,1000000,0,0
APJ,"Business, Engineering & Consumer Services",T1,100,218000,0,0
NAMERICA,Transportation,T4,54,141996.151,1,0
EMEA,Manufacturing,T1,1073,463434,0,0
EMEA,"Telecom, Media & Entertainment",T4,1050,258055.174,1,0
NAMERICA,"Telecom, Media & Entertainment",T1,2000,2416519.192,0,0
CSB,Retail,T5,25,21411,1,0
CSB,Web & Tech,T5,15,21063,0,0
EMEA,Manufacturing,T1,1848,81164,1,0
NAMERICA,Government,T1,3955,6501340.4,0,0
NAMERICA,Web & Tech,T3,85,344796,0,0
EMEA,Manufacturing,T2,5291,48895,1,0
APJ,"Business, Engineering & Consumer Services",T1,7,309800,1,0
Greater China,"Banking, Financial Services & Insurance",T1,114,93123,0,0
NAMERICA,Government,T1,44172,196245,1,0
NAMERICA,Manufacturing,T4,310,117449.381,1,0
APJ,Education,T2,1579,217803.42,0,0
CSB,Manufacturing,T5,122,5636367,1,0
NAMERICA,Energy,T4,230,169283,0,0
NAMERICA,Manufacturing,T1,109,2210400,0,0
CSB,Agriculture,T5,14,55233,1,0
APJ,"Telecom, Media & Entertainment",T3,62,163874.378,1,0
NAMERICA,Agriculture,T5,800,31970.998,1,0
APJ,"Banking, Financial Services & Insurance",T1,150,29002200.25,0,0
APJ,Manufacturing,T1,7185,2778000,1,0
NAMERICA,Education,T1,4,1234711.32,1,0
NAMERICA,Energy,T3,37,97605.875,1,0
NAMERICA,Healthcare & Life Sciences,T5,90,127685.976,0,0
EMEA,Manufacturing,T1,920,1350000,0,0
Greater China,Healthcare & Life Sciences,T2,60,268017,1,0
APJ,Manufacturing,T5,200,1367662,1,0
EMEA,Agriculture,T3,300,47000,0,0
LA,Government,T3,300,54900,0,0
CSB,Agriculture,T5,5,103704,0,0
CSB,Web & Tech,T5,1,62075,0,0
EMEA,"Business, Engineering & Consumer Services",T5,1,116633,1,0
APJ,Manufacturing,T2,300,1100000,0,0
NAMERICA,Government,T1,20,775541.384,0,0
APJ,Government,T1,45,917165,0,0
CSB,"Business, Engineering & Consumer Services",T5,30,192164,0,0
NAMERICA,"Business, Engineering & Consumer Services",T5,66,141119.441,1,0
NAMERICA,"Banking, Financial Services & Insurance",T3,200,340300,1,0
EMEA,"Banking, Financial Services & Insurance",T3,14,53730.79,1,0
NAMERICA,"Business, Engineering & Consumer Services",T4,120,183379.955,1,0
LA,Web & Tech,T1,606,6238500,0,0
CSB,"Business, Engineering & Consumer Services",T5,15,14846.513,0,0
NAMERICA,Retail,T5,28,38203,1,0
NAMERICA,Manufacturing,T2,3016,191682,0,0
NAMERICA,"Business, Engineering & Consumer Services",T5,50,111394,1,0
EMEA,"Business, Engineering & Consumer Services",T3,100,87392.854,1,0
NAMERICA,Government,T3,3,584330,1,0
LA,"Banking, Financial Services & Insurance",T1,3,1002000,1,0
EMEA,"Business, Engineering & Consumer Services",T5,278,41700,0,0
LA,Government,T1,4500,31200,0,0
NAMERICA,"Business, Engineering & Consumer Services",T2,65,7159501.47,1,0
APJ,"Banking, Financial Services & Insurance",T2,4,309995.185,0,0
LA,Retail,T5,120,4991996,1,0
NAMERICA,Healthcare & Life Sciences,T1,3000,1835500,0,0
APJ,Construction & Real Estate,T2,204,55708,1,0
LA,"Business, Engineering & Consumer Services",T1,9722,123806,1,0
EMEA,"Business, Engineering & Consumer Services",T1,1523,1083600,0,0
NAMERICA,Energy,T4,60,99767.656,1,0
APJ,Web & Tech,T1,2449,2350000,1,0
NAMERICA,"Business, Engineering & Consumer Services",T3,1125,232351,1,0
NAMERICA,Manufacturing,T4,400,307335.833,0,0
NAMERICA,Healthcare & Life Sciences,T1,22683,700000,0,0
EMEA,"Banking, Financial Services & Insurance",T2,12,313720.274,0,0
NAMERICA,"Business, Engineering & Consumer Services",T1,70,411386.467,0,0
NAMERICA,Government,T5,200,106526.611,0,0
NAMERICA,Web & Tech,T5,38,307734,0,0
EMEA,"Telecom, Media & Entertainment",T1,798,1265132.003,0,0
NAMERICA,"Business, Engineering & Consumer Services",T1,50,64559900,1,0
NAMERICA,Education,T1,50,81000,0,0
NAMERICA,Retail,T5,75,78358.424,1,0
EMEA,"Business, Engineering & Consumer Services",T5,122,191325,1,0
EMEA,Energy,T5,9,65367,1,0
EMEA,Manufacturing,T1,1500,875000,1,0
CSB,Healthcare & Life Sciences,T5,10,181126,0,0
APJ,Manufacturing,T2,41,1000000,0,0
APJ,Web & Tech,T3,100,39705.561,0,0
NAMERICA,Energy,T5,23,81065,1,0
CSB,"Business, Engineering & Consumer Services",T5,1,155446,0,0
Greater China,Agriculture,T1,13,202689.333,1,0
EMEA,Manufacturing,T1,376,1529317.543,0,0
NAMERICA,Government,T3,315,419670,1,0
Greater China,Government,T1,1,986500,0,0
APJ,Manufacturing,T3,13418,106800,0,0
APJ,Agriculture,T5,2000,134881,0,0
EMEA,"Telecom, Media & Entertainment",T1,513,3966300,0,0
EMEA,"Business, Engineering & Consumer Services",T3,3,60006.946,1,0
NAMERICA,"Telecom, Media & Entertainment",T1,60,1082886,0,0
LA,Healthcare & Life Sciences,T3,150,130258.818,1,0
NAMERICA,Web & Tech,T5,2,133785,0,0
NAMERICA,Agriculture,T5,6750,2848712,0,0
APJ,Education,T5,289,3000001,0,0
NAMERICA,Healthcare & Life Sciences,T1,252,83487,0,0
Greater China,Healthcare & Life Sciences,T1,980,485267,0,0
NAMERICA,Energy,T3,2313,510163,1,0
NAMERICA,Retail,T5,175,43346,1,0
EMEA,Retail,T2,50,141944,0,0
NAMERICA,Education,T5,60,35400.001,1,0
NAMERICA,Healthcare & Life Sciences,T1,45000,6459000,1,0
APJ,Web & Tech,T1,100,199174,1,0
EMEA,Agriculture,T5,8150,133361,1,0
EMEA,Manufacturing,T5,6,2048885,0,0
EMEA,Agriculture,T5,11,7042214,0,0
EMEA,Agriculture,T5,18,27183.377,0,0
EMEA,"Business, Engineering & Consumer Services",T1,4500,190598,0,0
EMEA,Retail,T2,420,56769,1,0
EMEA,Government,T1,1931,65850,0,0
APJ,Retail,T1,600,15729,1,0
APJ,Manufacturing,T1,50,859676.914,1,0
APJ,Transportation,T1,23978,302011,1,0
EMEA,Government,T1,20,58073,1,0
NAMERICA,Manufacturing,T5,125,110509,0,0
EMEA,Manufacturing,T3,42,2660892,0,0
EMEA,"Banking, Financial Services & Insurance",T5,12,11202.824,1,0
EMEA,"Business, Engineering & Consumer Services",T1,281700.11,160258317.1,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,1.01,67489614,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,26737.73,118840896.1,1,0
NAMERICA,Web & Tech,T1,919.1,34754554.63,1,0
Greater China,"Banking, Financial Services & Insurance",T2,466366.49,56072434.62,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,52520,192860530.2,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,42790.67,64850914.01,1,0
APJ,"Banking, Financial Services & Insurance",T2,84865.25,71959381.47,1,0
EMEA,"Telecom, Media & Entertainment",T1,10554.5,91102000,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,48328.5,68887315.8,0,0
NAMERICA,"Banking, Financial Services & Insurance",T2,277.75,39929296.67,1,0
NAMERICA,Energy,T1,2999.7,95337798.6,1,0
NAMERICA,Healthcare & Life Sciences,T1,121053.449,119643145.6,0,0
NAMERICA,Government,T1,63991.378,57608127.5,0,0
APJ,"Telecom, Media & Entertainment",T5,9553.489,56206666.55,0,0
NAMERICA,"Business, Engineering & Consumer Services",T1,9961.226,44912063.9,1,0
EMEA,Energy,T1,82769.5,41584994.72,0,0
NAMERICA,Manufacturing,T1,2368.629,176823000,1,0
NAMERICA,Healthcare & Life Sciences,T1,3692.304,96864165.32,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,49650.3,49050900,1,0
Greater China,"Banking, Financial Services & Insurance",T2,461287.251,55461744.74,0,0
EMEA,"Business, Engineering & Consumer Services",T1,19289.691,114666219,1,0
NAMERICA,"Banking, Financial Services & Insurance",T1,0.999,43496360.1,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,9443.547,48906621.18,1,0
APJ,Retail,T2,125587.9763,34176584.95,0,0
NAMERICA,Retail,T1,107019.5333,69538380.01,1,0
NAMERICA,Retail,T1,5197.30749,98342675.99,1,0
Greater China,Web & Tech,T2,2774.7225,62938379.67,0,0
APJ,Web & Tech,T2,29.26071,61256726.5,0,0
NAMERICA,Manufacturing,T1,27646.326,54485460,1,0
LA,"Business, Engineering & Consumer Services",T1,55073.80207,59099591.45,1,0
EMEA,Construction & Real Estate,T2,5549.445,37736226,1,0
NAMERICA,Transportation,T1,9989.001,45550773.73,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,110.9889,39548674.74,1,0
NAMERICA,Healthcare & Life Sciences,T1,6237.92,43566204.84,0,0
NAMERICA,Retail,T1,147669.6,55113240,1,0
EMEA,"Telecom, Media & Entertainment",T1,146907.28,119033718.8,1,0
EMEA,Energy,T1,18756.4,46291960,0,0
NAMERICA,Retail,T1,147640.48,45356433.11,1,0
APJ,"Telecom, Media & Entertainment",T1,624,98480570.86,0,0
NAMERICA,"Business, Engineering & Consumer Services",T1,16334.24,41985476.55,1,0
NAMERICA,"Banking, Financial Services & Insurance",T1,62.4,38514701.41,1,0
APJ,"Business, Engineering & Consumer Services",T1,36400,117757826.2,0,0
NAMERICA,Energy,T1,71.76,90182352,0,0
APJ,"Telecom, Media & Entertainment",T5,8942.96,52614701.36,0,0
NAMERICA,"Telecom, Media & Entertainment",T1,2995.2,67734888,1,0
EMEA,Government,T2,1.04,188960476.7,0,0
APJ,"Telecom, Media & Entertainment",T1,33920.5672,43486560,1,0
EMEA,Web & Tech,T1,231.088,47073085.78,1,0
EMEA,Retail,T1,34751.4336,51038410.8,1,0
APJ,Energy,T1,22572.0456,52152175.13,0,0
NAMERICA,Retail,T1,304616,108563244.3,0,0
NAMERICA,"Banking, Financial Services & Insurance",T2,32151.27344,40911588.43,1,0
NAMERICA,Web & Tech,T1,67015.52,102652755.9,0,0
APJ,Manufacturing,T1,8133.14216,58716687.74,0,0
EMEA,"Banking, Financial Services & Insurance",T1,63908.54184,74879329.1,0,0
EMEA,"Telecom, Media & Entertainment",T1,105145.04,119937098.4,0,0
EMEA,"Telecom, Media & Entertainment",T1,24899.732,60030885.2,1,0
EMEA,"Telecom, Media & Entertainment",T5,22547.25616,106647112,0,0
EMEA,Web & Tech,T1,254.1968,51780394.36,1,0
NAMERICA,Healthcare & Life Sciences,T1,125895.587,124428871.4,0,0
Greater China,"Banking, Financial Services & Insurance",T2,533523.2646,64146865.21,0,0
NAMERICA,Government,T1,66551.03312,59912452.6,0,0
APJ,Manufacturing,T1,8613.8052,54425480.64,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,8665.8,61914136.86,1,0
NAMERICA,Manufacturing,T1,1693.87504,132875600,1,0
NAMERICA,Retail,T1,11.5544,67963211.89,1,0
EMEA,"Business, Engineering & Consumer Services",T1,482617.6992,99816004.08,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,1.03896,69424761.74,0,0
EMEA,Energy,T1,67825.38672,83116800,1,0
NAMERICA,Healthcare & Life Sciences,T1,113204.0426,111885186.8,0,0
NAMERICA,"Business, Engineering & Consumer Services",T1,57370.33224,88584545.89,0,0
NAMERICA,Healthcare & Life Sciences,T1,14819.72544,57085706.12,1,0
EMEA,Energy,T1,77402.52,38888520.35,0,0
APJ,"Telecom, Media & Entertainment",T1,33886.64663,43443073.44,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,40856.42668,54517130.5,1,0
EMEA,"Banking, Financial Services & Insurance",T1,13641.5448,79503132.96,1,0
EMEA,Energy,T1,72533.14305,43781067.9,1,0
EMEA,"Telecom, Media & Entertainment",T1,62090.01583,43023333.6,0,0
NAMERICA,Manufacturing,T1,1538.346514,120675204,1,0
EMEA,Energy,T1,75354.00465,92342764.8,1,0
NAMERICA,"Telecom, Media & Entertainment",T1,180068.3914,91400952.94,0,0
NAMERICA,Healthcare & Life Sciences,T1,57714.228,64078260.49,1,0
EMEA,Education,T1,28279.97172,58161051.55,1,0
NAMERICA,Energy,T1,1996.991,35237768.6,0,0
NAMERICA,Government,T1,0.997,39508362.03,0,0
APJ,"Telecom, Media & Entertainment",T1,2684.921,63409200,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,44068.397,38384998.5,1,0
NAMERICA,Web & Tech,T1,259419.4,51461731.97,0,0
NAMERICA,Healthcare & Life Sciences,T1,16.949,37904145.4,0,0
NAMERICA,Government,T1,12.961,33831196.37,1,0
EMEA,"Banking, Financial Services & Insurance",T1,55696.51767,65257597.12,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,43803.195,62436958.05,0,0
NAMERICA,"Telecom, Media & Entertainment",T1,55383.35,35243950,1,0
EMEA,Energy,T1,18160.70395,44821745.16,0,0
Greater China,Web & Tech,T2,2769.1675,62812376.91,0,0
EMEA,Manufacturing,T1,80557.6,36250920,1,0
NAMERICA,Energy,T1,19408.33978,66762036.85,0,0
APJ,"Banking, Financial Services & Insurance",T2,30460.8425,62261424.34,0,0
EMEA,Energy,T1,69603.78034,42012902.03,1,0
NAMERICA,"Banking, Financial Services & Insurance",T1,52362.44,192281948.6,1,0
NAMERICA,"Banking, Financial Services & Insurance",T1,582.02866,177913089.5,0,0
EMEA,"Banking, Financial Services & Insurance",T2,40278.8,53370014.18,1,0
Greater China,"Banking, Financial Services & Insurance",T2,110477.5989,53464593.74,0,0
NAMERICA,"Business, Engineering & Consumer Services",T1,2.215334,38041383.15,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,6364.654582,110945145.2,0,0
APJ,"Telecom, Media & Entertainment",T1,2982.947231,70447621.2,0,0
NAMERICA,"Business, Engineering & Consumer Services",T1,1993.8006,50247765.26,0,0
EMEA,"Telecom, Media & Entertainment",T1,86782.38645,48833445,0,0
NAMERICA,Manufacturing,T1,136243.041,114643534.5,0,0
NAMERICA,Manufacturing,T1,9082.8694,51509718.93,0,0
EMEA,"Telecom, Media & Entertainment",T1,9462.0285,81672246,0,0
APJ,"Telecom, Media & Entertainment",T1,2682.236079,63345790.8,0,0
EMEA,"Telecom, Media & Entertainment",T2,8964.027,72743079.11,1,0
APJ,"Banking, Financial Services & Insurance",T1,34955.72129,34778025.39,0,0
APJ,Manufacturing,T1,184394.0194,52253773.17,1,0
NAMERICA,Healthcare & Life Sciences,T1,122508.369,46434244.28,0,0
APJ,Manufacturing,T1,7080.973768,51120626.87,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,1.00596303,67219858.01,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,68405.48604,134031395.6,1,0
NAMERICA,"Banking, Financial Services & Insurance",T1,1123.660705,38745672.06,1,0
EMEA,Web & Tech,T1,221.3118666,45081667.94,1,0
NAMERICA,Manufacturing,T1,66393.55998,34956181.41,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,7.04174121,75398941.02,1,0
NAMERICA,"Banking, Financial Services & Insurance",T1,2179.921886,38581901.28,1,0
EMEA,Energy,T1,69534.17656,41970889.13,1,0
NAMERICA,Retail,T1,10.0596303,59170946.62,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,94.05754331,38255979.47,1,0
NAMERICA,"Banking, Financial Services & Insurance",T1,48135.33099,68611973.2,0,0
APJ,Manufacturing,T1,284975.5447,83102605.91,1,0
EMEA,Energy,T1,19956.79757,49254615.75,0,0
APJ,Manufacturing,T1,8249.399828,52123021.15,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,61103.09981,94348248.26,0,0
NAMERICA,Manufacturing,T1,25.45086466,36988278.29,1,0
NAMERICA,Healthcare & Life Sciences,T1,75233.86249,83004645.08,1,0
NAMERICA,Retail,T1,273296.9175,37021918.11,0,0
EMEA,Government,T2,6.22128,44107976.23,0,0
LA,"Banking, Financial Services & Insurance",T1,42201.016,56854618.91,0,0
APJ,"Banking, Financial Services & Insurance",T1,36390.34048,36205351.76,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,103.688,65604587.49,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,2246.91896,39767666.02,1,0
NAMERICA,"Business, Engineering & Consumer Services",T2,9150.466,35116670.27,0,0
NAMERICA,Manufacturing,T1,23.84824,34659150.08,1,0
EMEA,"Telecom, Media & Entertainment",T1,16755.9808,72565189.93,0,0
EMEA,"Banking, Financial Services & Insurance",T1,27960.49571,111288046.6,0,0
EMEA,"Banking, Financial Services & Insurance",T1,11554.29601,40293002.3,0,0
EMEA,Energy,T1,160124.3415,36836138.74,1,0
NAMERICA,"Banking, Financial Services & Insurance",T2,261.8122,37638081.03,1,0
NAMERICA,Web & Tech,T1,21992.2248,44915543.69,0,0
NAMERICA,Retail,T1,303702.152,108237554.6,0,0
EMEA,"Telecom, Media & Entertainment",T1,61965.7115,42937200.8,0,0
NAMERICA,Manufacturing,T1,24.0867224,35005741.58,1,0
NAMERICA,Healthcare & Life Sciences,T1,14937.95688,57541134.63,1,0
NAMERICA,Healthcare & Life Sciences,T1,6909.538133,48256847.42,0,0
NAMERICA,Retail,T1,163536.4876,50239824.19,1,0
NAMERICA,Healthcare & Life Sciences,T1,24510.54399,100865447.3,1,0
NAMERICA,"Banking, Financial Services & Insurance",T1,31075.2936,34948000.27,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,3006.016734,84405768.82,1,0
EMEA,"Banking, Financial Services & Insurance",T1,57293.51881,67128745.65,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,51481.40306,50859897.19,1,0
EMEA,"Telecom, Media & Entertainment",T2,9322.58808,75652802.27,1,0
APJ,"Banking, Financial Services & Insurance",T1,36353.95014,36169146.4,0,0
NAMERICA,Web & Tech,T1,4431.336867,37184799.91,0,0
NAMERICA,Web & Tech,T1,75512.96345,45591495.5,0,0
NAMERICA,Web & Tech,T1,269526.3798,53466681.05,0,0
Greater China,"Banking, Financial Services & Insurance",T2,478299.5248,57507173.88,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,62.1505872,38360758.15,1,0
EMEA,"Telecom, Media & Entertainment",T1,61290.83741,42469567.92,0,0
NAMERICA,Healthcare & Life Sciences,T1,1709.141148,39977405.35,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,12298.56536,37308375.99,0,0
APJ,"Telecom, Media & Entertainment",T1,2817.420777,66538418.66,0,0
EMEA,"Telecom, Media & Entertainment",T1,44785.796,81603720.99,0,0
APJ,Web & Tech,T2,1552.563102,66015241.51,1,0
EMEA,"Banking, Financial Services & Insurance",T1,117174.5737,98390338.74,1,0
NAMERICA,Manufacturing,T1,8578.85272,48651397.8,0,0
NAMERICA,"Business, Engineering & Consumer Services",T2,9232.728689,35432369.13,0,0
NAMERICA,"Business, Engineering & Consumer Services",T1,32339.13615,38527209.08,1,0
NAMERICA,Energy,T1,33499.37367,47970515.13,1,0
NAMERICA,Construction & Real Estate,T2,1464.682172,37610213.42,1,0
NAMERICA,Manufacturing,T1,28665.9225,56494883.76,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,5.754108532,154269972.4,1,0
NAMERICA,Web & Tech,T1,15982.61186,40214593.98,1,0
NAMERICA,"Banking, Financial Services & Insurance",T1,4908.254577,127267416.1,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,35573.04976,42379929.99,1,0
EMEA,Agriculture,T1,294.6103568,44177714.55,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,172.6232559,52266883.25,0,0
APJ,Web & Tech,T2,694.22,43208188.94,0,0
EMEA,"Telecom, Media & Entertainment",T2,9270,75226050,1,0
EMEA,"Business, Engineering & Consumer Services",T1,19888.27,118224430,1,0
EMEA,"Business, Engineering & Consumer Services",T1,102736.32,51500000,0,0
EMEA,Transportation,T2,11.33,71542976,0,0
EMEA,Transportation,T2,463.9738,36195886.11,0,0
LA,"Business, Engineering & Consumer Services",T1,51620.7263,55394102.46,1,0
EMEA,"Banking, Financial Services & Insurance",T1,13523.9,78817497.26,1,0
NAMERICA,"Telecom, Media & Entertainment",T1,28982.758,42217350.57,1,0
EMEA,"Telecom, Media & Entertainment",T1,81504.3841,45863452.5,0,0
NAMERICA,"Telecom, Media & Entertainment",T1,359.9438,87582752.97,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,7.2821,77972565.6,1,0
NAMERICA,Web & Tech,T1,9986.88,44819661.02,1,0
APJ,"Telecom, Media & Entertainment",T1,14703.6002,72067309.93,0,0
APJ,"Banking, Financial Services & Insurance",T2,31469.075,64322233.77,0,0
NAMERICA,"Business, Engineering & Consumer Services",T1,32156.7133,38309879.74,1,0
EMEA,"Business, Engineering & Consumer Services",T1,103763.6832,52015000,0,0
NAMERICA,"Business, Engineering & Consumer Services",T1,52.015,67161663.97,1,0
EMEA,"Telecom, Media & Entertainment",T1,10871.135,93835060,0,0
APJ,Transportation,T2,42189.15844,39042315.02,1,0
NAMERICA,"Banking, Financial Services & Insurance",T1,64408.61405,110312236.2,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,8.01031,85769822.16,1,0
NAMERICA,"Business, Engineering & Consumer Services",T1,17972.84698,46197346.52,1,0
EMEA,"Telecom, Media & Entertainment",T1,67710.0061,46917530,0,0
EMEA,Agriculture,T1,6381.92841,91546514.43,0,0
NAMERICA,"Banking, Financial Services & Insurance",T1,3038.19615,68687149.49,0,0
APJ,Manufacturing,T1,7242.91983,52289785.87,0,0
NAMERICA,"Business, Engineering & Consumer Services",T1,87.46245,35573560.34,1,0
NAMERICA,Healthcare & Life Sciences,T1,3803.07312,99770090.28,0,0
NAMERICA,Healthcare & Life Sciences,T1,5191.15365,37257183.34,0,0
Greater China,Manufacturing,T1,39100.86,95901868.14,1,0
NAMERICA,Web & Tech,T1,936.3627,35407320.87,1,0
Greater China,Web & Tech,T2,2829.6675,64184684.22,0,0
